Number ,Isolate name,Sequence name,Alignment  name,Unique name,Tree name,Species,Sequenced by,Country,Country code,Location,Source group,Source three letter,Source,Isolate from ,Date,Year ,ST,CC,sp,mec,Class,Order,Family,Subfamily,Genus,Species,Reference,Source,Number in collection,ERR number,ERR.number.tips,ERR.number.tips.filtered
212,H105020135,7092_7#63,7092_7#63_LGA251,7092763,7092763_Human_1945_130,Staphylococcus aureus,Holmes,England,GBR,East midlands,Human,HUM,Human,Nose screen,2010,2010,1945,130,t843,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Garcia-Alvarez L, et al. Meticillin-resistant Staphylococcus aureus with a novel mecA homologue in human and bovine populations in the UK and Denmark: a descriptive study. The Lancet infectious diseases 11, 595-603 (2011).",HPA,7,ERR084753,ERR084753,ERR084753
213,H105140339,7092_7#65,7092_7#65_LGA251,7092765,7092765_Human_1946_1943or1946,Staphylococcus aureus,Holmes,England,GBR,Southwest,Human,HUM,Human,Nose screen,2010,2010,1946,1943/1946,t978,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Garcia-Alvarez L, et al. Meticillin-resistant Staphylococcus aureus with a novel mecA homologue in human and bovine populations in the UK and Denmark: a descriptive study. The Lancet infectious diseases 11, 595-603 (2011).",HPA,1,ERR084755,ERR084755,ERR084755
214,22-M115-12-09,8014_4#63,8014_4#63_LGA251,8014463,8014463_Redsquirrel_1956_1956,Staphylococcus aureus,Holmes,England,GBR,Isle of Wight,Rodent,SLM,Redsquirrel,Larynx lung and liver,12/18/09,2009,1956,1956,t3058,-,Mammalia,Rodentia,Sciuridae,,Sciurus,vulgaris,"Simpson VR, et al. Mortality in red squirrels (Sciurus vulgaris) associated with exudative dermatitis. The Veterinary record 167, 59-63 (2010).",,1,ERR163417,ERR163417,ERR163417
215,22-M48-10-10,8014_4#60,8014_4#60_LGA251,8014460,8014460_Redsquirrel_1957_49,Staphylococcus aureus,Holmes,England,GBR,Isle of Wight,Rodent,SLM,Redsquirrel,Lung liver nose lips and feet,7/10/10,2010,1957,49,t208,-,Mammalia,Rodentia,Sciuridae,,Sciurus,vulgaris,"Simpson VR, et al. Mortality in red squirrels (Sciurus vulgaris) associated with exudative dermatitis. The Veterinary record 167, 59-63 (2010).",,2,ERR163414,ERR163414,ERR163414
216,12/M20/6/09,7893_8#95,7893_8#95_LGA251,7893895,7893895_Redsquirrel_1958_8,Staphylococcus aureus,Holmes,England,GBR,Cumbria,Rodent,SLM,Redsquirrel,,9-Jun,2009,1958,8,t2407,-,Mammalia,Rodentia,Sciuridae,,Sciurus,vulgaris,"Simpson VR, et al. Mortality in red squirrels (Sciurus vulgaris) associated with exudative dermatitis. The Veterinary record 167, 59-63 (2010).",,,ERR156425,ERR156425,ERR156425
217,m-25.21 2.3,8987_2#46,8987_2#46_LGA251,8987246,8987246_Cow_2012_1,Staphylococcus aureus,Holmes,UK,GBR,Dorset,Cows,BOV,Cow,Bulk milk,12-May,2012,2012,CC1,1,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,Holmes Lab,,ERR234841,ERR234841,ERR234841
218,BCVA124,7893_8#5,7893_8#5,789385,789385_Human_2014_8,Staphylococcus aureus,Holmes,UK,GBR,Southport BCVA Conference,Human,HUM,Human,Nasal SWAB,11/24/11,2011,2014,8,t011,mecA,Mammalia,Primates,Hominidae,,Homo,sapiens,"Paterson GK, et al. Incidence and characterisation of methicillin-resistant Staphylococcus aureus (MRSA) from nasal colonisation in participants attending a cattle veterinary conference in the UK. PloS one 8, e68463 (2013)",,,ERR156335,ERR156335,ERR156335
219,ASASM405,8113_4#35,8113_4#35_LGA251,8113435,8113435_Human_2021_8,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2011,2011,2021,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR172043,ERR172043,ERR172043
220,21250,7893_8#93,7893_8#93_LGA251,7893893,7893893_Rat_2024_130,Staphylococcus aureus,Holmes,Germany,DEU,Berlin,Rodent,SLM,Rat,faeces,4/28/10,2010,2024,130,,-,Mammalia,Rodentia,Muridae,Murinae,Rattus,,Birgit Walther,Birgit Walther,1,ERR156423,ERR156423,ERR156423
221,ASARM224,8113_5#92,8113_5#92_LGA251,8113592,8113592_Human_2046_22,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2012,2012,2046,22,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR171912,ERR171912,ERR171912
222,B306710/2,973N0052,973N0052_LGA251,973N0052,973N0052_WildBird_2049_1962,Staphylococcus aureus,Fitzgerald,UK,GBR,,Birds,AVI,WildBird,,Unknown,Unknown,2049,1962,,,Aves,,,,,,This study,,1,PRJEB20741,973N0052,973N0052
223,8/1/1423,0864N0018,0864N0018_LGA251,0864N0018,0864N0018_Macaque_2096_1760,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2096,1760,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0018,0864N0018
224,8/1/1208,0864N0020,0864N0020_LGA251,0864N0020,0864N0020_Macaque_2098_2098,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2098,2098,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0020,0864N0020
225,8/1/1737,0864N0021,0864N0021_LGA251,0864N0021,0864N0021_Macaque_2099_45,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2099,45,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0021,0864N0021
226,8/1/1197,0864N0023,0864N0023_LGA251,0864N0023,0864N0023_Macaque_2106_2106,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2106,2106,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0023,0864N0023
227,08-882,0864N0024,0864N0024_LGA251,0864N0024,0864N0024_Macaque_2108_2108,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2108,2108,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0024,0864N0024
228,8/1/1583,0864N0025,0864N0025_LGA251,0864N0025,0864N0025_Macaque_2119_2119,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2119,2119,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0025,0864N0025
229,8/1/1602,0864N0026,0864N0026_LGA251,0864N0026,0864N0026_Macaque_2120_2120,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2120,2120,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0026,0864N0026
230,08-883,0864N0027,0864N0027_LGA251,0864N0027,0864N0027_Macaque_2134_45,Staphylococcus aureus,Fitzgerald,The Netherlands,NLD,NLD place of isolation maybe not infection,Monkey,MKY,Macaque,Commensal,2008,2008,2134,45,,,Mammalia,Primates,Cercopithecidae,Cercopithecinae,Macaca,mulatta,"van den Berg S, et al. Rhesus macaques (Macaca mulatta) are natural hosts of specific Staphylococcus aureus lineages. PloS one 6, e26170 (2011).",W. van Wamel (van den Berg http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0026170),1,PRJEB20741,0864N0027,0864N0027
231,57147,7893_8#49,7893_8#49_LGA251,7893849,7893849_Human_2173_1943,Staphylococcus aureus,Holmes,Denmark,DNK,ASS,Human,HUM,Human,wound,9/8/07,2007,2173,1943/1946,t2345,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Petersen A, et al. Epidemiology of methicillin-resistant Staphylococcus aureus carrying the novel mecC gene in Denmark corroborates a zoonotic reservoir with transmission to humans. Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases 19, E16-22 (2013).",Staten Serum Institute,1,ERR156379,ERR156379,ERR156379
232,61647,7893_8#54,7893_8#54_LGA251,7893854,7893854_Human_2174_1943,Staphylococcus aureus,Holmes,Denmark,DNK,Sè,Human,HUM,Human,skin,11/7/08,2008,2174,1943/1946,t2345,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Petersen A, et al. Epidemiology of methicillin-resistant Staphylococcus aureus carrying the novel mecC gene in Denmark corroborates a zoonotic reservoir with transmission to humans. Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases 19, E16-22 (2013).",Staten Serum Institute,1,ERR156384,ERR156384,ERR156384
233,H11240036,8205_1#20,8205_1#20_LGA251,8205120,8205120_Human_2179_599,Staphylococcus aureus,Holmes,England,GBR,South East,Human,HUM,Human,Wound,6/15/11,2011,2179,599,,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,This study ,HPA,,ERR175867,ERR175867,ERR175867
234,MRSA 1390,7853_5#26,7853_5#26_LGA251,7853526,7853526_Rat_2273_49,Staphylococcus aureus,Holmes,Belgium,BEL,,Rodent,SLM,Rat,,2008_09,2008-2009,2273,49,,mecC,Mammalia,Rodentia,Muridae,Murinae,Rattus,norvegicus,"Paterson GK, et al. The newly described mecA homologue, mecALGA251, is present in methicillin-resistant Staphylococcus aureus isolates from a diverse range of host species. The Journal of antimicrobial chemotherapy 67, 2809-2813 (2012).",,4,ERR144774,ERR144774,ERR144774
235,Sa08337,9472_2#38,9472_2#38_LGA251,9472238,9472238_Human_2361_1943,Staphylococcus aureus,Holmes,Sweden,SWE,,Human,HUM,Human,nd,8/10/08,2008,2361,1943,,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Sara Hæggman, Swedish Institute for Communicable Disease Control"," Sara Hæggman, SMITTSKYDDSINSTITUTET, Swedish Institute for Communicable Disease ControlSara H_ggman",11,ERR294311,ERR294311,ERR294311
236,ASASM384,8113_4#14,8113_4#14_LGA251,8113414,8113414_Human_2416_8,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2011,2011,2416,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR172022,ERR172022,ERR172022
237,AC10,1167N0026,1167N0026_LGA251,1167N0026,1167N0026_Bat_246,Staphylococcus schweitzeri,Fitzgerald,Nigeria,NGA,Ife-Ife,Bat,BAT,Bat,Faeces,2008,2008,2463,2463,,,Mammalia,Chiroptera,Pteropodidae,,Eidolon,helvum,"Akobi B, Aboderin O, Sasaki T, Shittu A. Characterization of Staphylococcus aureus isolates from faecal samples of the Straw-Coloured Fruit Bat (Eidolon helvum) in Obafemi Awolowo University (OAU), Nigeria. BMC microbiology 12, 279 (2012).",Akobi,1,PRJEB20741,1167N0026,1167N0026
238,F9,1167N0025,1167N0025_LGA251,1167N0025,1167N0025_Bat_246,Staphylococcus schweitzeri,Fitzgerald,Nigeria,NGA,Ife-Ife,Bat,BAT,Bat,Faeces,2008,2008,2464,2464,,,Mammalia,Chiroptera,Pteropodidae,,Eidolon,helvum,"Akobi B, Aboderin O, Sasaki T, Shittu A. Characterization of Staphylococcus aureus isolates from faecal samples of the Straw-Coloured Fruit Bat (Eidolon helvum) in Obafemi Awolowo University (OAU), Nigeria. BMC microbiology 12, 279 (2012).",Akobi,1,PRJEB20741,1167N0025,1167N0025
239,R3,1167N0024,1167N0024_LGA251,1167N0024,1167N0024_Bat_246,Staphylococcus schweitzeri,Fitzgerald,Nigeria,NGA,Ife-Ife,Bat,BAT,Bat,Faeces,2008,2008,2467,2467,,,Mammalia,Chiroptera,Pteropodidae,,Eidolon,helvum,"Akobi B, Aboderin O, Sasaki T, Shittu A. Characterization of Staphylococcus aureus isolates from faecal samples of the Straw-Coloured Fruit Bat (Eidolon helvum) in Obafemi Awolowo University (OAU), Nigeria. BMC microbiology 12, 279 (2012).",Akobi,1,PRJEB20741,1167N0024,1167N0024
240,M597/99/1,973N0059,973N0059_LGA251,973N0059,973N0059_Seal_130_130,Staphylococcus aureus,Fitzgerald,UK,GBR,,Marine,MAR,Seal,Commensal,Unknown,Unknown,130,130,,,Mammalia,Carnivora,Phocidae,,Phoca,vitulina,"van Elk CE, Boelens HA, van Belkum A, Foster G, Kuiken T. Indications for both host-specific and introduced genotypes of Staphylococcus aureus in marine mammals. Veterinary microbiology 156, 343-346 (2012).",Geoff Foster,1,PRJEB20741,973N0059,973N0059
241,Z_37,973N0005,973N0005_LGA251,973N0005,973N0005_Mara_130_130,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Rodent,OEZ,Mara,Commensal,11/3/10,2010,130,130,t528,,Mammalia,Rodentia,Caviidae,Dolichotinae,Dolichotis,patagonum,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",Jose Penades,1,PRJEB20741,973N0005,973N0005
242,VI50900,973N0078,973N0078_LGA251,973N0078,973N0078_Cow_479_479,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,BOV,Cow,Milk,2001,2001,479,479,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",Jèrgensen,1,PRJEB20741,973N0078,973N0078
243,2012S143 (MV1-06),10900_2#2,10900_2#2_LGA251,1090022,1090022_Cow_2508_599,Staphylococcus aureus,Holmes,Belgium,BEL,Ghent,Cows,BOV,Cow,nares,6/22/10,2010,2508,599,,mecC,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Sara Hæggman, Swedish Institute for Communicable Disease Control",Sara H_ggman,1,ERR387170,ERR387170,ERR387170
244,MPS-18.67,8014_4#80,8014_4#80_LGA251,8014480,8014480_Cow_2573_130,Staphylococcus aureus,Holmes,England,GBR,Cornwall,Cows,BOV,Cow,Milk,2012,2012,2573,130,,mecC,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Paterson GK, et al. Prevalence and properties of mecC methicillin-resistant Staphylococcus aureus (MRSA) in bovine bulk tank milk in Great Britain. The Journal of antimicrobial chemotherapy 69, 598-602 (2014).",,1,ERR163434,ERR163434,ERR163434
245,12-02794,9716_4#58,9716_4#58_LGA251,9716458,9716458_Human_2616_2616,Staphylococcus aureus,Holmes,Germany ,DEU ,,Human,HUM,Human,Swab,7/27/12,2012,2616,2616,,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,Franziska Layer,Franziska Layer,1,ERR310895,ERR310895,ERR310895
246,ST20120048,10868_4#3,10868_4#3_LGA251,1086843,1086843_unknown_2676_130,Staphylococcus aureus,Holmes,France,FRA,,Unknown,UNK,Unknown,,2012,2012,2676,130,,mecC,,,,,,,Frederic Laurent,Frederic Laurent,,ERR387076,ERR387076,ERR387076
247,R20,1167N0019,1167N0019_LGA251,1167N0019,1167N0019_Bat_246,Staphylococcus aureus,Fitzgerald,Nigeria,NGA,Ife-Ife,Bat,BAT,Bat,Faeces,2008,2008,246#Novel,,,,Mammalia,Chiroptera,Pteropodidae,,Eidolon,helvum,"Akobi B, Aboderin O, Sasaki T, Shittu A. Characterization of Staphylococcus aureus isolates from faecal samples of the Straw-Coloured Fruit Bat (Eidolon helvum) in Obafemi Awolowo University (OAU), Nigeria. BMC microbiology 12, 279 (2012).",Akobi et al. 2012 http://www.biomedcentral.com/1471-2180/12/279,1,PRJEB20741,1167N0019,1167N0019
248,P1,1167N0023,1167N0023_LGA251,1167N0023,1167N0023_Bat_246,Staphylococcus schweitzeri,Fitzgerald,Nigeria,NGA,Ife-Ife,Bat,BAT,Bat,Faeces,2008,2008,246#Novel,,,,Mammalia,Chiroptera,Pteropodidae,,Eidolon,helvum,"Akobi B, Aboderin O, Sasaki T, Shittu A. Characterization of Staphylococcus aureus isolates from faecal samples of the Straw-Coloured Fruit Bat (Eidolon helvum) in Obafemi Awolowo University (OAU), Nigeria. BMC microbiology 12, 279 (2012).",Akobi et al. 2012 http://www.biomedcentral.com/1471-2180/12/279,1,PRJEB20741,1167N0023,1167N0023
249,A-54,10900_2#52,10900_2#52_LGA251,10900252,10900252_Cow_1715_81,Staphylococcus aureus,Holmes,Turkey,TUR,,Cows,BOV,Cow,Mastitis,,,CC1715,81,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,Esra Buyukcangaz ,Holmes Lab,,ERR387219,ERR387219,ERR387219
250,AC 104/13,10900_2#18,10900_2#18_LGA251,10900218,10900218_Hedgehog_3138_130,Staphylococcus aureus,Holmes,Austria,AUT,,Unclassified,OEZ,Hedgehog,,1/1/13,2013,3138,130,,mecC,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceinae,Erinaceus,europaeus,"Loncaric I, et al. Characterization of methicillin-resistant Staphylococcus spp. carrying the mecC gene, isolated from wildlife. The Journal of antimicrobial chemotherapy 68, 2222-2225 (2013).",Igor Loncaric,,ERR387186,ERR387186,ERR387186
251,8572,9061_8#79,9061_8#79_LGA251,9061879,9061879_Horse_350_350,Staphylococcus aureus,Holmes,England,GBR,,Horses,EQU,Horse,,11/16/05,2005,350,350,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,This study ,AHT,,ERR237622,ERR237622,ERR237622
252,A-2,10900_2#46,10900_2#46_LGA251,10900246,10900246_Cow_2826_97,Staphylococcus aureus,Holmes,Turkey,TUR,,Cows,BOV,Cow,Mastitis,,,2826,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,Esra Buyukcangaz ,Holmes Group,,ERR387213,ERR387213,ERR387213
253,ARI233-1,8014_4#69,8014_4#69_LGA251,8014469,8014469_Pig_49_49,Staphylococcus aureus,Holmes,Switzerland,CHE,Zurich,Pigs,POR,Pig,,2/19/08,2008,49,CC49,49,t208,Mammalia,Artiodactyla,Suidae,Suinae,Sus,scrofa domestica,"Overesch G, Buttner S, Rossano A, Perreten V. The increase of methicillin-resistant Staphylococcus aureus (MRSA) and the presence of an unusual sequence type ST49 in slaughter pigs in Switzerland. BMC veterinary research 7, 30 (2011).",Vincent Perreten,,ERR163423,ERR163423,ERR163423
254,A-112,10900_2#59,10900_2#59_LGA251,10900259,10900259_Cow_504_151,Staphylococcus aureus,Holmes,Turkey,TUR,,Cows,BOV,Cow,Mastitis,,,504,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,Esra Buyukcangaz ,Holmes Group,,ERR387226,ERR387226,ERR387226
255,8571 (8517?),7853_5#61,7853_5#61_LGA251,7853561,7853561_Horse_CC61or171_61,Staphylococcus aureus,Holmes,England,GBR,,Horses,EQU,Horse,No data,11/16/05,2005,CC61/171,61,,mecA,Mammalia,Perissodactyla,Equidae,,Equus,ferus,Esra Buyukcangaz,AHT,,ERR144809,ERR144809,ERR144809
256,12/1/68,10900_2#19,10900_2#19_LGA251,10900219,10900219_Hare_700_130,Staphylococcus aureus,Holmes,Germany,DEU,Pellworm,Rabbits,LEP,Hare,pyogranulomatous lesions,1/12/12,2012,700 /130,130,,mecC,Mammalia,Lagomorpha,Leporidae,,Lepus,timidus,"Loncaric I, et al. Characterization of methicillin-resistant Staphylococcus spp. carrying the mecC gene, isolated from wildlife. The Journal of antimicrobial chemotherapy 68, 2222-2225 (2013).",Igor Loncaric,,ERR387187,ERR387187,ERR387187
257,ASASM249,7396_1#22,7396_1#22_LGA251,7396122,7396122_Human_NA_NA,Staphylococcus aureus,Holmes,England,GBR,Cambridge,Human,HUM,Human,,4/28/09,2009,New ST 1,,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR114861,ERR114861,ERR114861
258,12.1596.Aa,8014_4#88,8014_4#88_LGA251,8014488,8014488_Human_2616_2616 ,Staphylococcus aureus,Holmes,Scotland,GBR,Tayside,Human,HUM,Human,Wound,2/20/12,2012,2616,2616,t7914,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,Health Protection Scotland - Scottish MRSA Reference Laboratory ,HPA Scotland,,ERR163442,ERR163442,ERR163442
259,5590,10900_2#17,10900_2#17_LGA251,10900217,10900217_Human_NA_130,Staphylococcus aureus,Holmes,Austria,AUT,,Human,HUM,Human,,8/30/12,2012,Novel ST,130,,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Kerschner H, Harrison EM, Hartl R, Holmes MA, Apfalter P. First report of mecC MRSA in human samples from Austria: molecular characteristics and clinical data. New microbes and new infections 3, 4-9 (2015).",Heidrun Kerschner,,ERR387185,ERR387185,ERR387185
